order_id;order_date;product_name;category;price_unit;quantity;discount_pct;store_city;store_region;sales_channel;returned;customer_segment;profit_margin_pct;shipping_cost
ORD00057;2025-02-22;Smartphone;Eletrônicos;1386,51;2;0;São Paulo;Sudeste;Loja Física;Não;VIP;14,94;9,49
ORD00058;2024-10-13;Raquete;Esportes;277,34;1;0;Florianópolis;Sul;E-commerce;Não;Comum;19,07;6,5
ORD00059;2025-05-12;Carregador;Eletrônicos;103,4;1;15;Brasília;Centro-Oeste;Loja Física;Não;Comum;10,93;14,24
ORD00060;2024-07-19;Carregador;Eletrônicos;101,21;2;0;Brasília;Centro-Oeste;Loja Física;Não;Empresa;10,38;8,71
ORD00061;2025-04-12;Toalha;Casa;23,17;4;0;Porto Velho;Norte;Loja Física;Não;Comum;19,95;33,84
ORD00062;2024-12-28;Cadeira;Casa;134,87;2;5;Goiânia;Centro-Oeste;E-commerce;Não;Comum;20,0;16,78
ORD00063;2025-01-27;Calça Jeans;Moda;206,08;1;0;Recife;Nordeste;Loja Física;Não;Comum;26,12;21,83
ORD00064;2024-08-20;Camiseta;Moda;88,38;1;0;Curitiba;Sul;Loja Física;Não;Comum;27,39;9,41
ORD00065;2025-06-26;Toalha;Casa;40,71;1;0;Brasília;Centro-Oeste;Loja Física;Não;Comum;16,78;10,26
ORD00066;2024-11-27;Raquete;Esportes;156,84;1;0;Goiânia;Centro-Oeste;E-commerce;Não;Empresa;20,0;10,45
ORD00067;2024-08-02;Panela;Casa;36,31;2;5;Porto Velho;Norte;Loja Física;Não;Comum;20,0;32,62
ORD00068;2025-02-02;Cadeira;Casa;246,29;1;0;Rio de Janeiro;Sudeste;Loja Física;Não;Comum;18,68;12,46
ORD00069;2024-10-24;Camiseta;Moda;112,93;1;0;Porto Velho;Norte;Loja Física;Não;Comum;24,17;34,45
ORD00070;2025-05-21;Camiseta;Moda;31,96;1;0;Brasília;Centro-Oeste;Loja Física;Não;VIP;30,0;14,65
ORD00071;2025-03-04;Sofá;Casa;1395,82;1;0;Recife;Nordeste;Loja Física;Sim;Empresa;20,0;29,63
ORD00072;2025-02-28;Maquiagem;Beleza;69,17;1;15;Florianópolis;Sul;Loja Física;Sim;Comum;22,76;11,12
ORD00073;2025-06-11;Smartphone;Eletrônicos;1072,93;1;0;Manaus;Norte;E-commerce;Sim;Comum;14,0;27,7
ORD00074;2025-06-02;Perfume;Beleza;118,72;1;15;Salvador;Nordeste;E-commerce;Não;Comum;22,09;19,46
ORD00075;2024-11-20;Shampoo;Beleza;46,64;1;0;Belo Horizonte;Sudeste;E-commerce;Não;Comum;21,75;8,48
ORD00076;2025-02-12;Jaqueta;Moda;259,32;1;5;Belo Horizonte;Sudeste;E-commerce;Não;VIP;29,25;9,95
ORD00077;2024-09-15;Suplemento;Esportes;97,21;2;0;Belo Horizonte;Sudeste;Loja Física;Não;Comum;16,67;7,59
ORD00078;2025-04-02;Creme Facial;Beleza;65,29;3;0;Rio de Janeiro;Sudeste;E-commerce;Não;VIP;23,38;8,51
ORD00079;2024-07-30;Camiseta;Moda;72,27;2;20;Brasília;Centro-Oeste;E-commerce;Não;Comum;27,09;9,7
ORD00080;2024-07-20;Cadeira;Casa;316,56;2;0;Goiânia;Centro-Oeste;Loja Física;Não;Empresa;19,06;21,85
ORD00081;2025-03-16;Perfume;Beleza;191,88;2;0;Brasília;Centro-Oeste;Loja Física;Não;Comum;21,77;11,26
ORD00082;2024-09-29;Creme Facial;Beleza;72,63;1;5;Porto Alegre;Sul;E-commerce;Não;VIP;22,9;10,77
ORD00083;2025-04-29;Perfume;Beleza;261,85;1;0;Manaus;Norte;Loja Física;Não;Comum;21,67;26,76
ORD00084;2024-10-23;Calça Jeans;Moda;100,85;2;5;Cuiabá;Centro-Oeste;Loja Física;Sim;Comum;30,0;7,77
ORD00085;2024-08-02;Calça Jeans;Moda;131,84;1;5;Fortaleza;Nordeste;Loja Física;Não;VIP;28,91;19,28
ORD00086;2025-05-31;Creme Facial;Beleza;76,95;1;0;Fortaleza;Nordeste;E-commerce;Não;Comum;19,92;12,97
ORD00087;2024-10-01;Chuteira;Esportes;100,0;1;0;Curitiba;Sul;E-commerce;Não;Comum;20,0;8,16
ORD00088;2025-06-04;Shampoo;Beleza;33,98;1;0;São Paulo;Sudeste;E-commerce;Não;Comum;23,46;6,08
ORD00089;2024-08-11;Notebook;Eletrônicos;2000,0;1;10;Belo Horizonte;Sudeste;E-commerce;Não;Comum;15,0;5,43
ORD00090;2024-11-27;Smartphone;Eletrônicos;1111,73;1;0;Belém;Norte;Loja Física;Não;Empresa;14,88;32,75
ORD00091;2024-10-18;Cadeira;Casa;176,66;1;0;São Paulo;Sudeste;Loja Física;Não;Comum;20,0;14,88
ORD00092;2024-12-26;Raquete;Esportes;150,0;2;0;Salvador;Nordeste;E-commerce;Não;VIP;20,0;15,89
ORD00093;2025-03-06;Calça Jeans;Moda;162,91;1;5;Belém;Norte;E-commerce;Não;Comum;27,87;21,57
ORD00094;2025-05-22;Suplemento;Esportes;115,87;4;0;Belo Horizonte;Sudeste;E-commerce;Não;Comum;17,0;5,87
ORD00095;2024-11-21;Fone de Ouvido;Eletrônicos;377,24;1;0;Curitiba;Sul;Loja Física;Sim;Comum;9,26;7,5
ORD00096;2024-09-04;Shampoo;Beleza;67,1;1;0;São Paulo;Sudeste;Loja Física;Não;Comum;16,81;6,4
ORD00097;2024-11-23;Perfume;Beleza;181,72;2;0;Porto Velho;Norte;Loja Física;Não;Comum;23,78;34,76
ORD00098;2024-11-17;Perfume;Beleza;428,84;1;5;Curitiba;Sul;E-commerce;Não;Empresa;15,94;7,49
ORD00099;2024-09-22;Toalha;Casa;55,49;1;0;Rio de Janeiro;Sudeste;Loja Física;Não;Comum;16,69;8,79
ORD00100;2025-03-20;Fone de Ouvido;Eletrônicos;305,49;3;0;Manaus;Norte;Loja Física;Não;Comum;11,49;21,96
ORD00101;2024-10-14;Raquete;Esportes;360,44;2;5;Manaus;Norte;Loja Física;Não;VIP;17,49;29,47
ORD00102;2025-04-01;Cadeira;Casa;215,66;1;0;Porto Velho;Norte;Loja Física;Não;VIP;18,31;52,32
ORD00103;2025-07-01;Fone de Ouvido;Eletrônicos;131,12;1;0;Goiânia;Centro-Oeste;Loja Física;Sim;Comum;14,46;7,84
ORD00104;2025-03-25;Cadeira;Casa;503,02;2;5;Fortaleza;Nordeste;Loja Física;Não;Comum;15,53;35,71
ORD00105;2025-03-11;Creme Facial;Beleza;30,0;3;5;Rio de Janeiro;Sudeste;E-commerce;Sim;Comum;25,0;5,81
ORD00106;2024-07-30;Notebook;Eletrônicos;2000,0;1;0;Florianópolis;Sul;E-commerce;Não;Comum;13,11;9,51
ORD00107;2025-02-24;Chuteira;Esportes;116,74;1;5;Porto Alegre;Sul;E-commerce;Não;Comum;20,0;9,45
ORD00108;2025-03-06;Calça Jeans;Moda;328,0;1;5;Porto Alegre;Sul;E-commerce;Sim;Empresa;22,99;9,27
ORD00109;2024-09-07;Toalha;Casa;20,0;3;0;Belo Horizonte;Sudeste;Loja Física;Não;Comum;20,0;6,93
ORD00110;2025-01-26;Cadeira;Casa;281,6;1;0;Brasília;Centro-Oeste;Loja Física;Não;VIP;16,27;17,39
ORD00111;2025-04-12;Camiseta;Moda;39,99;2;15;Rio de Janeiro;Sudeste;E-commerce;Não;Comum;30,0;5,12
ORD00112;2024-10-06;Smartphone;Eletrônicos;1000,0;1;0;Fortaleza;Nordeste;Loja Física;Não;Comum;13,47;21,21
ORD00113;2024-09-04;Chuteira;Esportes;208,48;1;5;Goiânia;Centro-Oeste;E-commerce;Não;VIP;16,9;14,08
ORD00114;2024-12-29;Calça Jeans;Moda;222,83;1;10;Belém;Norte;E-commerce;Sim;VIP;25,44;23,55
ORD00115;2024-11-27;Sofá;Casa;1502,39;1;0;Cuiabá;Centro-Oeste;E-commerce;Não;Comum;19,33;21,05
ORD00116;2024-10-15;Raquete;Esportes;242,15;2;0;Salvador;Nordeste;Loja Física;Não;VIP;18,4;22,21
ORD00117;2025-06-27;Panela;Casa;57,9;1;15;Curitiba;Sul;E-commerce;Não;Comum;18,33;11,58
ORD00118;2025-03-08;Creme Facial;Beleza;48,97;4;5;Belém;Norte;Loja Física;Não;Comum;24,71;35,09
ORD00119;2025-03-27;Suplemento;Esportes;155,93;1;10;São Paulo;Sudeste;E-commerce;Não;Comum;14,18;9,51
ORD00120;2025-02-04;Carregador;Eletrônicos;151,74;1;0;Rio de Janeiro;Sudeste;Loja Física;Sim;Comum;9,77;9,48
ORD00121;2024-09-26;Maquiagem;Beleza;55,17;1;0;Recife;Nordeste;E-commerce;Não;Comum;21,63;12,64
ORD00122;2025-03-25;Fone de Ouvido;Eletrônicos;287,75;1;0;Belém;Norte;Loja Física;Não;Comum;13,63;31,47
ORD00123;2024-11-05;Perfume;Beleza;139,06;1;10;Goiânia;Centro-Oeste;Loja Física;Não;Comum;23,47;10,86
ORD00124;2025-05-26;Fone de Ouvido;Eletrônicos;147,97;3;0;Goiânia;Centro-Oeste;E-commerce;Não;Comum;14,38;13,14
ORD00125;2025-04-27;Shampoo;Beleza;20,38;4;0;Porto Alegre;Sul;Loja Física;Não;Comum;25,0;10,74
ORD00126;2025-04-30;Shampoo;Beleza;32,95;1;0;Belo Horizonte;Sudeste;E-commerce;Não;Empresa;20,8;7,75
ORD00127;2024-07-24;Suplemento;Esportes;57,48;2;0;Goiânia;Centro-Oeste;Loja Física;Não;Comum;19,47;14,16
ORD00128;2024-09-29;Perfume;Beleza;98,22;1;5;Florianópolis;Sul;E-commerce;Sim;Comum;22,46;10,57
ORD00129;2025-05-18;Maquiagem;Beleza;46,49;3;0;Curitiba;Sul;Loja Física;Não;VIP;23,27;6,61
ORD00130;2024-07-15;Maquiagem;Beleza;61,71;3;5;Porto Velho;Norte;E-commerce;Não;Comum;19,82;36,44
ORD00131;2025-05-11;Shampoo;Beleza;27,04;1;0;Salvador;Nordeste;Loja Física;Não;Comum;24,5;13,52
ORD00132;2024-11-02;Sofá;Casa;800,0;1;0;Belém;Norte;Loja Física;Não;Comum;20,0;58,94
ORD00133;2024-12-05;Perfume;Beleza;73,43;2;10;Belém;Norte;Loja Física;Não;Comum;25,0;35,07
ORD00134;2024-10-14;Chuteira;Esportes;111,34;1;0;Fortaleza;Nordeste;E-commerce;Não;Comum;20,0;19,48
ORD00135;2024-07-28;Panela;Casa;49,07;1;0;São Paulo;Sudeste;Loja Física;Não;Comum;18,99;9,53
ORD00136;2024-09-22;Chuteira;Esportes;147,29;1;5;Porto Alegre;Sul;E-commerce;Não;Comum;16,47;8,81
ORD00137;2025-06-22;Camiseta;Moda;33,07;1;5;Cuiabá;Centro-Oeste;E-commerce;Não;Comum;28,05;8,39
ORD00138;2025-02-08;Maquiagem;Beleza;64,16;1;0;Porto Alegre;Sul;E-commerce;Não;Comum;22,3;9,5
ORD00139;2025-06-08;Maquiagem;Beleza;36,1;1;15;Rio de Janeiro;Sudeste;E-commerce;Não;Comum;25,0;6,87
ORD00140;2025-04-07;Jaqueta;Moda;569,68;1;0;Manaus;Norte;E-commerce;Não;Comum;24,23;39,26
ORD00141;2024-11-02;Chuteira;Esportes;126,41;1;10;Florianópolis;Sul;Loja Física;Não;Empresa;17,17;11,82
ORD00142;2024-09-23;Smartphone;Eletrônicos;1172,89;2;0;Salvador;Nordeste;Loja Física;Não;VIP;12,86;19,42
ORD00143;2025-03-14;Camiseta;Moda;54,94;3;0;Rio de Janeiro;Sudeste;Loja Física;Não;Comum;30,0;7,62
ORD00144;2025-01-12;Panela;Casa;112,79;2;0;Manaus;Norte;Loja Física;Não;Comum;16,75;32,55
ORD00145;2024-12-03;Bicicleta;Esportes;1182,71;1;5;Florianópolis;Sul;Loja Física;Não;Comum;18,39;17,41
ORD00146;2025-06-11;Smartphone;Eletrônicos;2115,28;2;0;Rio de Janeiro;Sudeste;E-commerce;Sim;Comum;11,32;5,94
ORD00147;2025-06-23;Fone de Ouvido;Eletrônicos;163,34;1;0;Fortaleza;Nordeste;Loja Física;Não;VIP;13,34;16,92
ORD00148;2025-03-09;Sofá;Casa;800,0;1;0;Porto Velho;Norte;E-commerce;Não;Comum;20,0;59,72
ORD00149;2024-12-28;Chuteira;Esportes;157,62;1;0;Porto Alegre;Sul;Loja Física;Não;Comum;18,87;9,22
ORD00150;2024-08-27;Carregador;Eletrônicos;131,65;1;0;Recife;Nordeste;E-commerce;Não;Comum;11,97;14,53
ORD00151;2024-10-13;Fone de Ouvido;Eletrônicos;183,38;1;0;São Paulo;Sudeste;Loja Física;Não;Comum;14,87;9,11
ORD00152;2024-08-26;Chuteira;Esportes;100,0;1;0;Belém;Norte;E-commerce;Não;Comum;20,0;37,32
ORD00153;2024-10-06;Notebook;Eletrônicos;2786,62;1;0;Fortaleza;Nordeste;Loja Física;Não;Comum;11,61;12,83
ORD00154;2025-04-18;Carregador;Eletrônicos;144,28;1;0;Fortaleza;Nordeste;E-commerce;Não;VIP;12,72;14,38
ORD00155;2025-02-06;Suplemento;Esportes;71,19;1;0;Porto Velho;Norte;E-commerce;Não;Comum;19,53;27,62
ORD00156;2025-01-28;Tênis;Moda;141,77;2;15;Fortaleza;Nordeste;Loja Física;Não;Comum;28,76;15,92
ORD00157;2024-10-13;Sofá;Casa;2036,34;1;15;São Paulo;Sudeste;Loja Física;Não;Comum;15,28;14,32
ORD00158;2025-04-19;Toalha;Casa;33,2;1;5;Salvador;Nordeste;Loja Física;Não;Comum;20,0;24,31
ORD00159;2025-02-15;Notebook;Eletrônicos;2000,0;1;0;Curitiba;Sul;Loja Física;Sim;Comum;15,0;7,48
ORD00160;2024-12-16;Suplemento;Esportes;52,78;1;5;Goiânia;Centro-Oeste;Loja Física;Não;Comum;20,0;12,05
ORD00161;2025-06-16;Raquete;Esportes;227,88;1;0;Cuiabá;Centro-Oeste;Loja Física;Não;Comum;18,0;12,54
ORD00162;2025-02-14;Shampoo;Beleza;20,0;2;0;Curitiba;Sul;Loja Física;Não;Comum;23,45;10,03
ORD00163;2024-12-05;Camiseta;Moda;103,42;2;5;Cuiabá;Centro-Oeste;E-commerce;Não;Comum;26,0;13,29
ORD00164;2024-11-20;Notebook;Eletrônicos;2146,77;1;0;Brasília;Centro-Oeste;Loja Física;Não;Comum;14,91;11,71
ORD00165;2024-09-26;Panela;Casa;56,47;1;15;Salvador;Nordeste;E-commerce;Não;Comum;20,0;17,54
ORD00166;2024-08-25;Maquiagem;Beleza;75,39;2;0;Rio de Janeiro;Sudeste;Loja Física;Não;Comum;21,2;6,06
ORD00167;2025-01-16;Shampoo;Beleza;57,25;1;0;Salvador;Nordeste;Loja Física;Não;Comum;16,56;12,68
ORD00168;2025-01-10;Maquiagem;Beleza;92,69;3;5;Fortaleza;Nordeste;Loja Física;Não;Comum;18,51;17,97
ORD00169;2024-08-07;Tênis;Moda;100,0;2;5;Manaus;Norte;E-commerce;Não;Comum;30,0;26,97
ORD00170;2025-04-22;Raquete;Esportes;518,62;1;10;Belém;Norte;E-commerce;Não;Comum;15,25;32,44
ORD00171;2024-07-21;Creme Facial;Beleza;56,66;1;0;Porto Alegre;Sul;Loja Física;Não;Comum;24,63;11,7
ORD00172;2025-06-02;Bicicleta;Esportes;500,0;1;0;Rio de Janeiro;Sudeste;Loja Física;Não;Comum;19,84;14,9
ORD00173;2024-08-14;Fone de Ouvido;Eletrônicos;237,99;1;0;Porto Velho;Norte;E-commerce;Não;VIP;12,46;26,58
ORD00174;2024-08-31;Toalha;Casa;20,0;1;0;Porto Velho;Norte;E-commerce;Não;Comum;18,3;22,58
ORD00175;2025-03-03;Creme Facial;Beleza;76,31;1;0;Belo Horizonte;Sudeste;E-commerce;Não;Comum;20,35;5,76
ORD00176;2024-09-03;Suplemento;Esportes;108,13;1;0;Porto Alegre;Sul;Loja Física;Não;Comum;16,4;8,07
ORD00177;2025-05-06;Creme Facial;Beleza;34,13;1;5;Rio de Janeiro;Sudeste;E-commerce;Não;Comum;25,0;7,37
ORD00178;2025-03-24;Suplemento;Esportes;54,99;1;5;Porto Alegre;Sul;Loja Física;Não;Comum;18,57;6,25
ORD00179;2024-12-13;Sofá;Casa;1410,96;1;0;Florianópolis;Sul;E-commerce;Não;Comum;17,22;13,67
ORD00180;2025-02-19;Camiseta;Moda;51,75;1;5;Manaus;Norte;Loja Física;Não;Comum;27,62;27,29
ORD00181;2024-07-27;Jaqueta;Moda;240,42;1;20;Recife;Nordeste;Loja Física;Não;VIP;29,01;21,13
ORD00182;2024-11-29;Bicicleta;Esportes;500,0;1;0;Porto Velho;Norte;E-commerce;Não;Comum;20,0;58,42
ORD00183;2024-11-28;Sofá;Casa;1220,47;1;0;Curitiba;Sul;E-commerce;Não;VIP;17,24;13,66
ORD00184;2025-02-19;Notebook;Eletrônicos;2000,0;1;0;Goiânia;Centro-Oeste;Loja Física;Não;VIP;13,74;9,07
ORD00185;2024-12-31;Toalha;Casa;48,36;1;15;Florianópolis;Sul;E-commerce;Não;Comum;17,3;8,91
ORD00186;2025-01-24;Raquete;Esportes;150,0;2;5;Goiânia;Centro-Oeste;Loja Física;Não;Comum;19,85;13,11
ORD00187;2024-10-08;Jaqueta;Moda;799,06;2;0;Manaus;Norte;Loja Física;Não;Empresa;20,93;25,05
ORD00188;2025-02-02;Bicicleta;Esportes;940,05;1;0;Rio de Janeiro;Sudeste;Loja Física;Não;VIP;18,79;12,66
ORD00189;2025-06-02;Fone de Ouvido;Eletrônicos;285,9;3;10;Porto Alegre;Sul;Loja Física;Não;Comum;10,28;8,68
ORD00190;2024-07-07;Sofá;Casa;800,0;1;0;Rio de Janeiro;Sudeste;E-commerce;Não;Comum;19,08;11,89
ORD00191;2025-03-24;Camiseta;Moda;60,44;1;10;Curitiba;Sul;Loja Física;Não;VIP;26,39;7,93
ORD00192;2025-04-08;Toalha;Casa;23,97;4;0;Manaus;Norte;Loja Física;Não;Empresa;18,17;37,81
ORD00193;2024-08-16;Suplemento;Esportes;52,42;1;0;Belém;Norte;Loja Física;Não;Comum;20,0;33,58
ORD00194;2025-03-24;Suplemento;Esportes;89,66;1;10;Brasília;Centro-Oeste;Loja Física;Não;Comum;16,76;11,53
ORD00195;2025-06-11;Calça Jeans;Moda;311,06;1;5;Porto Alegre;Sul;Loja Física;Não;Comum;24,02;10,47
ORD00196;2025-01-27;Fone de Ouvido;Eletrônicos;145,67;1;0;Belém;Norte;E-commerce;Não;Comum;12,86;27,26
ORD00197;2025-04-20;Sofá;Casa;997,08;1;15;Brasília;Centro-Oeste;Loja Física;Não;VIP;20,0;19,28
ORD00198;2024-10-14;Maquiagem;Beleza;27,13;1;0;Florianópolis;Sul;E-commerce;Não;Comum;22,81;6,92
ORD00199;2025-04-27;Maquiagem;Beleza;72,35;2;0;Belém;Norte;Loja Física;Não;Comum;19,62;23,21
ORD00200;2025-03-08;Tênis;Moda;117,1;2;15;Curitiba;Sul;Loja Física;Sim;VIP;28,33;11,38
ORD00201;2024-11-12;Notebook;Eletrônicos;2000,0;1;15;Recife;Nordeste;Loja Física;Não;VIP;13,32;19,06
ORD00202;2024-08-15;Jaqueta;Moda;461,84;2;0;Recife;Nordeste;Loja Física;Não;VIP;24,98;17,47
ORD00203;2024-10-24;Panela;Casa;53,24;1;15;Cuiabá;Centro-Oeste;Loja Física;Não;Comum;20,0;13,99
ORD00204;2024-12-18;Maquiagem;Beleza;40,92;2;5;Belém;Norte;E-commerce;Não;VIP;21,94;33,37
ORD00205;2024-09-02;Chuteira;Esportes;200,77;1;0;Recife;Nordeste;Loja Física;Não;VIP;18,36;19,46
ORD00206;2024-12-26;Tênis;Moda;100,0;1;10;Goiânia;Centro-Oeste;E-commerce;Não;Comum;30,0;8,9
ORD00207;2024-07-04;Notebook;Eletrônicos;2000,0;1;0;Belo Horizonte;Sudeste;E-commerce;Não;Empresa;14,29;7,13
ORD00208;2025-04-09;Camiseta;Moda;30,0;3;0;Porto Velho;Norte;E-commerce;Sim;Comum;28,46;32,21
ORD00209;2025-06-08;Sofá;Casa;1123,32;1;0;Manaus;Norte;Loja Física;Não;VIP;18,38;51,62
ORD00210;2025-04-08;Raquete;Esportes;236,74;1;0;Florianópolis;Sul;E-commerce;Não;Comum;19,11;6,31
